0 183.94793478668032
1 185.10781601952192
2 186.2621498237956
3 187.40628038494836
4 188.53555089350618
5 189.64532402915833
6 190.73100300846593
7 191.78805306610204
8 192.81202324273227
9 193.79856832652047
10 194.74347080122297
11 195.6426626311913
12 196.4922467224822
13 197.28851788072797
14 198.027983099386
15 198.70738099793064
16 199.32370024669135
17 199.87419680587413
18 200.35640982809338
19 200.76817606874374
20 201.10764267508284
21 201.37327822375536
22 201.56388190725258
23 201.67859077154387
24 201.71688494103566
25 201.67859077154776
26 201.56388190726253
27 201.37327822377452
28 201.10764267510748
29 200.76817606876534
30 200.35640982811503
31 199.87419680589593
32 199.3237002467103
33 198.70738099794315
34 198.02798309939084
35 197.28851788072166
36 196.49224672246052
37 195.64266263115752
38 194.74347080117988
39 193.7985683264695
40 192.81202324267701
41 191.78805306604457
42 190.7310030084024
43 189.6453240290848
44 188.53555089342328
45 187.40628038485463
46 186.2621498236898
47 185.1078160194081
48 183.94793478655723
49 182.78714112653725
50 181.63003017874897
51 180.4811390154068
52 179.34492935501294
53 178.2257712402945
54 177.1279277268924
55 176.05554060047334
56 175.0126171420944
57 174.00301793395454
58 173.0304457013964
59 172.09843516188224
60 171.2103438574125
61 170.369343923878
62 169.57841475958537
63 168.8403365347715
64 168.15768449515963
65 167.53282399532029
66 166.96790621130017
67 166.46486446733059
68 166.02541112761028
69 165.65103499215263
70 165.34299915397443
71 165.1023392646879
72 164.929862176084
73 164.8261449163618
74 164.79153398174063
75 164.82614491638466
76 164.9298621761296
77 165.10233926475857
78 165.34299915406496
79 165.65103499225967
80 166.025411127732
81 166.46486446746798
82 166.967906211448
83 167.5328239954775
84 168.1576844953308
85 168.84033653495376
86 169.57841475977187
87 170.36934392406573
88 171.21034385759836
89 172.09843516206183
90 173.0304457015675
91 174.00301793411722
92 175.01261714225387
93 176.05554060062624
94 177.12792772704196
95 178.22577124044062
96 179.34492935515763
97 180.48113901555118
98 181.63003017889153
99 182.78714112667342
